iter	RMSE
605	1140.525399
606	1139.575769
607	1137.455192
608	1135.650498
609	1133.535504
610	1130.478998
611	1129.174819
612	1128.981247
613	1126.42666
614	1124.755385
615	1122.346645
616	1121.2717
617	1120.101348
618	1118.627675
619	1117.756552
620	1116.587917
621	1115.628801
622	1113.636388
623	1111.466655
624	1109.857992
625	1109.070118
626	1107.198747
627	1105.632726
628	1103.182496
629	1102.030653
630	1100.909132
631	1099.642845
632	1098.362974
633	1096.77708
634	1094.579234
635	1092.8353
636	1089.856386
637	1087.9746
638	1086.103218
639	1084.145464
640	1082.894895
641	1081.27154
642	1079.115863
643	1077.459518
644	1075.527725
645	1074.401885
646	1072.770942
647	1071.486495
648	1070.762587
649	1068.199777
650	1066.925535
651	1065.818109
652	1065.667677
653	1064.827519
654	1063.445158
655	1061.45236
656	1060.421138
657	1059.548526
658	1058.636683
659	1057.758009
660	1056.43218
661	1055.479693
662	1053.352161
663	1051.721605
664	1050.52529
665	1049.019858
666	1048.853707
667	1048.688615
668	1048.116508
669	1047.30476
670	1046.479721
671	1046.331314
672	1044.379593
673	1042.438742
674	1041.404773
675	1039.640711
676	1038.22821
677	1037.480549
678	1036.24134
679	1034.598245
680	1032.852855
681	1031.229288
682	1029.584018
683	1028.594851
684	1028.075049
685	1026.498895
686	1026.362425
687	1025.287584
688	1023.497968
689	1022.636576
690	1020.755587
691	1019.415369
692	1017.962294
693	1016.641263
694	1015.298523
695	1013.874757
696	1013.065824
697	1011.834528
698	1010.603787
699	1009.073132
700	1006.83059
701	1005.021493
702	1002.527114
703	1000.978326
704	999.2166174
705	998.0688269
706	996.044421
707	994.2887796
708	993.6648251
709	992.2736411
710	990.6334924
711	989.3356494
712	987.593859
713	986.5930927
714	984.9839251
715	983.6874852
716	981.8206941
717	980.5642772
718	979.0663851
719	977.4933396
720	975.3445812
721	974.4912802
722	974.2686786
723	972.177545
724	971.0053618
725	969.284102
726	968.4003912
727	967.3469794
728	965.267328
729	964.191078
730	963.3875396
731	962.1389595
732	960.667683
733	959.296943
734	957.7229702
735	955.7251404
736	954.2921886
737	954.1852091
738	954.068589
739	952.8349044
740	951.734608
741	950.6862964
742	950.5086254
743	949.5620751
744	948.3700063
745	946.2911239
746	945.001191
747	943.8224431
748	943.2125142
749	941.3917978
750	940.0755917
751	938.9478243
752	937.8700625
753	936.4150296
754	935.3051662
755	933.8784458
756	932.5803781
757	930.8722336
758	930.0051335
759	928.79682
760	927.9343433
761	927.7747358
762	926.8747722
763	925.7281407
764	925.5955235
765	925.0169198
766	923.7588751
767	923.6155896
768	921.1006474
769	920.425163
770	919.4614269
771	918.1448667
772	917.4738095
773	917.3399526
774	916.2980926
775	914.9471383
776	914.4533719
777	913.3332667
778	912.6255821
779	910.6571208
780	909.1148395
781	907.7249317
782	906.1857017
783	905.0012521
784	904.1430874
785	903.4247768
786	903.2777305
787	902.4017797
788	901.3836563
789	900.3393855
790	899.537074
791	898.5131388
792	897.6402381
793	896.7629246
794	896.6536919
795	895.776442
796	894.5008773
797	893.6285999
798	893.4912143
799	892.025006
800	891.0153468
801	890.177403
802	889.5838107
803	888.4729297
804	886.7873926
805	886.6912383
806	885.6979453
807	884.8494133
808	884.117092
809	882.7902225
810	880.675166
811	879.3157631
812	878.5853276
813	877.9225963
814	877.2098695
815	876.5068835
816	875.8953931
817	875.7290934
818	874.6281082
819	873.1704886
820	872.5473343
821	871.8241019
822	870.1501304
823	869.4763662
824	868.7661533
825	868.6675852
826	867.0194266
827	866.715187
828	866.5996934
829	865.9679393
830	864.4935537
831	863.8047621
832	863.1465791
833	862.5364042
834	862.4566861
835	860.3849244
836	858.3063611
837	857.6484482
838	856.9111023
839	855.8787009
840	855.0004913
841	852.9103855
842	852.2221941
843	851.0114792
844	850.0504065
845	849.9446393
846	849.858733
847	849.7575054
848	848.6449491
849	847.4098275
850	845.9617904
851	845.8801376
852	844.8822884
853	843.7808716
854	842.529009
855	842.4145793
856	841.7172984
857	841.5782291
858	841.4385342
859	840.5527305
860	839.1731691
861	837.7084619
862	837.6390588
863	836.5367623
864	835.5095732
865	835.4073779
866	834.1918763
867	833.5282926
868	832.0793938
869	830.8851058
870	830.6852898
871	829.2277611
872	828.25834
873	827.2172975
874	827.1099497
875	826.4282756
876	825.2445208
877	824.3192952
878	823.223361
879	822.5254136
880	821.5905837
881	820.4401381
882	819.5463334
883	818.6784459
884	817.5515071
885	816.9648017
886	815.6783551
887	814.2636058
888	813.1888363
889	813.1274626
890	812.1978215
891	810.5652432
892	810.4231946
893	810.0060099
894	809.9364656
895	809.3285168
896	808.8719179
897	808.0002471
898	806.7474858
899	805.8101029
900	805.2313923
901	803.7233706
902	803.6584241
903	803.2685487
904	802.9017596
905	802.2250632
906	801.4074666
907	800.6887754
908	800.6279044
909	800.3087588
910	799.0131328
911	798.1486449
912	796.7655828
913	796.1842403
914	795.2878446
915	793.8399163
916	792.7736779
917	791.8740344
918	789.8520108
919	788.5164743
920	787.7643253
921	786.7361524
922	786.4178518
923	784.6484428
924	784.2914231
925	782.5791759
926	781.29736
927	781.2332769
928	779.4812518
929	779.3927027
930	778.479039
931	777.7815422
932	777.0451594
933	776.4862541
934	775.1391592
935	775.0474848
936	774.2720534
937	773.2562501
938	772.7176293
939	772.6409934
940	771.6474897
941	770.5019103
942	769.9543586
943	769.0925402
944	768.3622241
945	767.8394871
946	767.0520745
947	766.3057917
948	765.4631005
949	764.7703798
950	763.4234636
951	762.5215644
952	761.6439522
953	760.8297962
954	759.5194162
955	758.954655
956	758.110273
957	757.4622294
958	756.5969356
959	755.679123
960	754.6008504
961	753.6511533
962	752.611004
963	752.0619814
964	752.0075856
965	751.1767658
966	751.1117262
967	750.1994932
968	748.9775802
969	748.1949123
970	748.1252994
971	747.1962086
972	746.5995692
973	746.1414869
974	746.0447865
975	745.2755391
976	744.4901196
977	744.2496365
978	743.6817379
979	743.0780528
980	742.4492747
981	741.9104697
982	740.472151
983	739.0541326
984	738.6646456
985	737.8253324
986	737.3376343
987	737.2481562
988	736.4780113
989	735.9805335
990	734.7822529
991	733.3765282
992	732.9860839
993	732.1179954
994	731.2646351
995	730.7547885
996	729.7489909
997	729.020083
998	727.558534
999	727.1446753
